Movie Name,Storyline,Cleaned_Storyline
The Whip,"A full-time carer plots a daring heist from the Houses of Parliament, in a bid to thwart devastating welfare reforms known as Independence Credit.",full time carer plots daring heist houses parliament bid thwart devastating welfare reforms known independence credit
Was Once a Hero,"Ginny and Little Bit, after their father's murder, flee outlaws across desert. They ally with ex-lawman Malcolm Hunter, hoping to reach Black Ridge for safety amidst peril and Malcolm's fading memory.",ginny little bit father murder flee outlaws across desert ally ex lawman malcolm hunter hoping reach black ridge safety amidst peril malcolm fading memory
Bolehkah Sekali Saja Kumenangis,"After her brother left home, Tari struggled alone to save her mother from her abusive father. Tari, who has been traumatized since childhood decided to join a support group along with Baskara. They seek salvation by opening up their heart.",brother left home tari struggled alone save mother abusive father tari traumatized since childhood decided join support group along baskara seek salvation opening heart
The Killers,"In this South Korean omnibus film, four filmmakers - with particular but surprisingly cohesive approaches - introduce us to cinematic universes commanded by the presence of killers executing (or failing to execute) their jobs. From the slightly supernatural to true stories inspired by actual events, our four directors introduce us to their cinematic universes bound by the presence of nighthawks and killers. Dark humor, weapons and blood are part of the deal. ""Metamorphosis"" by Kim Jong-kwan weaves a revision of a revered horror figure, seductive and terrifying, in an alluring but suspiciously empty bar at night. Inspired by a real-life case, Roh Deok's ""Contractors"" brings surprising reversals when the chain of hired killers becomes a ring too long. A moody piece set in the 1970s, ""Everyone Is Waiting for the Man"" by Chang Han-jun rounds up a group of strangers who after-hours look for a mysterious killer with a tattoo of a narcissus. ""Silent Cinema"" by Lee Myung-se unleashes a stylish series of bizarre events when diner employees are surprised by three gangsters.",south korean omnibus film four filmmakers particular surprisingly cohesive approaches introduce us cinematic universes commanded presence killers executing failing execute jobs slightly supernatural true stories inspired actual events four directors introduce us cinematic universes bound presence nighthawks killers dark humor weapons blood part deal metamorphosis kim jong kwan weaves revision revered horror figure seductive terrifying alluring suspiciously empty bar night inspired real life case roh deok contractors brings surprising reversals chain hired killers becomes ring long moody piece set everyone waiting man chang han jun rounds group strangers hours look mysterious killer tattoo narcissus silent cinema lee myung se unleashes stylish series bizarre events diner employees surprised three gangsters
Memories of a Burning Body,"Ana, Patricia and Mayela grow up when sexuality is taboo. Now channeled as one 65-year-old, the protagonist revisits intertwined memories, secrets and desires, giving voice to unspoken past experiences.",ana patricia mayela grow sexuality taboo channeled one year old protagonist revisits intertwined memories secrets desires giving voice unspoken past experiences
Kinomexanikin Qayidisi,"Samid encounters challenges but finds an unexpected ally in 16-year-old Ayaz, a film enthusiast who experiments with animation on his smartphone and is eager to learn from Samid.",samid encounters challenges finds unexpected ally year old ayaz film enthusiast experiments animation smartphone eager learn samid
A Want in Her,"Myrid searches for her missing mother in Ireland, facing family disputes over property, life-threatening secrets; her journey explores love's influence and struggle for freedom.",myrid searches missing mother ireland facing family disputes property life threatening secrets journey explores love influence struggle freedom
Portraits of Dangerous Women,Three strangers' lives collide in a bizarre road accident only to discover unexpected kinship.,three strangers lives collide bizarre road accident discover unexpected kinship
Tenants,"After waking up in an unfamiliar apartment complex, a woman desperately searches for her sister while being hunted by a shadowy figure. As she makes her way through the building, unspeakable horrors befall the tenants she interacts with.",waking unfamiliar apartment complex woman desperately searches sister hunted shadowy figure makes way building unspeakable horrors befall tenants interacts
Milano,"Alain is raising his son Milano on his own. Determined to make their future better, he tries to make ends meet.",alain raising son milano determined make future better tries make ends meet
ZombieCON Vol. 1,A group of cosplaying friends trigger a zombie apocalypse and are forced to traverse a zombie-infested Los Angeles to save their loved one.,group cosplaying friends trigger zombie apocalypse forced traverse zombie infested los angeles save loved one
Oru Kattil Oru Muri,"The film's narrative revolves around a bed and its three occupants. It follows Rugmangadan, who wakes up in his car and is pursued by goons, but.",film narrative revolves around bed three occupants follows rugmangadan wakes car pursued goons
SuperClaus,"Santa Claus' wish comes true when he accidentally bumps his head and starts believing he's SuperKlaus. With the help of Billie and Leo his elf-xecutive assistant, SuperKlaus will take on a toy-obsessed businessman to save Christmas.",santa claus wish comes true accidentally bumps head starts believing superklaus help billie leo elf xecutive assistant superklaus take toy obsessed businessman save christmas
A European Christmas,"When Christmas movie director Ivy has another 'heartless' flop, she seeks the star of her debut hit in snowy Serbia. Despite refusing to return, he shows her the wonder of Serbian Christmas.",christmas movie director ivy another heartless flop seeks star debut hit snowy serbia despite refusing return shows wonder serbian christmas
Jurnal Risa by Risa Saraswati,Risa is known to have supernatural abilities that enable her to communicate with supernatural beings. This film will present horror events packaged like Paranormal Activity.,risa known supernatural abilities enable communicate supernatural beings film present horror events packaged like paranormal activity
Shadows of Bigfoot,"In the shadowy confines of Blackwood Forest, filmmakers exploring Bigfoot myths face their worst fears when a vengeful monster emerges, turning their project into a chilling fight for survival.",shadowy confines blackwood forest filmmakers exploring bigfoot myths face worst fears vengeful monster emerges turning project chilling fight survival
Homegrown,"Three Trump supporters from different backgrounds unite to campaign across America in 2020, advocating for his re-election while laying foundations for what they hope will be a long-lasting political movement.",three trump supporters different backgrounds unite campaign across america advocating election laying foundations hope long lasting political movement
Vincent,"An unparalleled, dark comedy that follows reclusive writer, Vincent Tremblay, who suddenly becomes the target of a mysterious and sinister force.",unparalleled dark comedy follows reclusive writer vincent tremblay suddenly becomes target mysterious sinister force
Elevation,The coach and his trainee are on the edge of the ski jump during the intense period of preparation for a new height.,coach trainee edge ski jump intense period preparation new height
I Hate Summer,"Comedy about three couples who unknowingly book the same house for their family vacation, turning summer into a comical exercise in tolerance.",comedy three couples unknowingly book house family vacation turning summer comical exercise tolerance
Io non sono nessuno,March 8th 1972. Maria Silvia Spolato is the first woman to publicly come out as lesbian in Italy. This act of courage will overturn her life upside down.,march th maria silvia spolato first woman publicly come lesbian italy act courage overturn life upside
Terror Zone,"Five bizarre stories that make up this edgy, humorous, and utterly bonkers Italian horror anthology, which gleefully includes serial killers, cannibal sex workers, and environmentalist witches.",five bizarre stories make edgy humorous utterly bonkers italian horror anthology gleefully includes serial killers cannibal sex workers environmentalist witches
The Dugout,"Two friends come to Saur-Mogila - nurse Sergey from Russia and German Paul. They are looking for things from the Second World War and are suddenly transported to 1941, during the battles at Saur-Mogila. The heroes are faced with a choice - to stay and help or return to their own time.",two friends come saur mogila nurse sergey russia german paul looking things second world war suddenly transported battles saur mogila heroes faced choice stay help return time
Maybe Baby 2,Two couples discover their kids aren't swapped at the fertility clinic. They decide to cohabitate and jointly raise their respective biological children despite the initial mix-up.,two couples discover kids swapped fertility clinic decide cohabitate jointly raise respective biological children despite initial mix
Do You Want to Die in Indio?,"Follows Salvi, a 17-year-old whose life gets complicated when his dreams are derailed by an enterprising drug dealer, an ethically challenged mentor, and a budding romance.",follows salvi year old whose life gets complicated dreams derailed enterprising drug dealer ethically challenged mentor budding romance
House of Ga'a,"A ruthless Prime Minister desperate for revenge ferociously rises to power, stopping at nothing to become more powerful than the kings he served.",ruthless prime minister desperate revenge ferociously rises power stopping nothing become powerful kings served
Missing,"A girl vanishes while walking, leaving her family devastated. As months pass without clues, rumors about her mother's actions intensify online, straining her marriage.",girl vanishes walking leaving family devastated months pass without clues rumors mother actions intensify online straining marriage
National Theatre Live: Dear England,"With the worst track record for penalties in the world, Gareth Southgate knows he needs to open his mind and face up to the years of hurt, to take team and country back to the promised land.",worst track record penalties world gareth southgate knows needs open mind face years hurt take team country back promised land
Grace by Night,A man takes a job as a crisis hotline responder as a means of coping with a family tragedy.,man takes job crisis hotline responder means coping family tragedy
Sugar Mami,"Giovanni and his wife, Vanessa are the perfect couple. That is until one day when Giovanni meets a beautiful woman named Mia who starts obsessing over him, and things slowly take a turn for the worse.",giovanni wife vanessa perfect couple one day giovanni meets beautiful woman named mia starts obsessing things slowly take turn worse
Taghiev: Oil,Chronicle of the life and charitable activities of the prominent Azeri millionaire and philanthropist Zeynalabdin Taghiyev.,chronicle life charitable activities prominent azeri millionaire philanthropist zeynalabdin taghiyev
Extra Time,"Three conmen dreaming of quick riches team up at a rehab center to kidnap someone, hoping for a big payday.",three conmen dreaming quick riches team rehab center kidnap someone hoping big payday
GTO Revival,"At Aito High School, teacher Onizuka faces issues with ""Sainokawara,"" an influencer exposing secrets. Students suspect a criminal impostor while Vice Principal Fujiyamada and teacher Ayahara handle matters differently.",aito high school teacher onizuka faces issues sainokawara influencer exposing secrets students suspect criminal impostor vice principal fujiyamada teacher ayahara handle matters differently
Heartsping : Teenieping of Love,"In order to find her soulmate, Romi wandered deep into the jungle. There, she meets Heartsping, a Teenieping with passion. On the way, they face grave dangers. Will Romi and Heartsping's friendship move on?",order find soulmate romi wandered deep jungle meets heartsping teenieping passion way face grave dangers romi heartsping friendship move
Micro Budget,"A comedy feature about an aspiring director who recklessly moves himself and his nine-months-pregnant actress wife from Iowa to LA to shoot a low-budget indie movie and sell it to a streamer for a ""f***-ton of money.""",comedy feature aspiring director recklessly moves nine months pregnant actress wife iowa la shoot low budget indie movie sell streamer ton money
John Brown the Advocate,"Amidst his intense internal struggles, the story of abolitionist John Brown unfolds against a backdrop of his unwavering quest to free every slave, advocating for their equality under the law.",amidst intense internal struggles story abolitionist john brown unfolds backdrop unwavering quest free every slave advocating equality law
Odd Fish,"When two childhood friends get an unexpected opportunity to keep their fish restaurant open all year round, one of them comes out of the closet as a trans woman, putting a strain on their friendship and they see their lives in a new light.",two childhood friends get unexpected opportunity keep fish restaurant open year round one comes closet trans woman putting strain friendship see lives new light
Lord of Wolves,Nic Cross inherits a mysterious pyramid after his housemate's death. It summons a wolf-cult from London's underbelly. Nic teams up with strangers to defeat the wolf Lord before they're transformed into beasts.,nic cross inherits mysterious pyramid housemate death summons wolf cult london underbelly nic teams strangers defeat wolf lord transformed beasts
No Voltees,"When two siblings return to their childhood home, they are confronted by a violent, supernatural presence that dwells deep within their worst traumas.",two siblings return childhood home confronted violent supernatural presence dwells deep within worst traumas
Old World Order,"Our history has been fabricated. The official timeline of our recent past, does not match our reality. Our Rockefeller ""his-story"" books are pure fabrication. There has been a massive cover-up.",history fabricated official timeline recent past match reality rockefeller story books pure fabrication massive cover
Eno,"A generative documentary about artist Brian Eno, with 52 quintillion possible iterations, so that no viewing is the same twice.",generative documentary artist brian eno quintillion possible iterations viewing twice
Martingale,A crafty casino security officer is swallowed up by the seedy underworld of her small town as she searches for the man who allegedly raped and killed her teenage daughter.,crafty casino security officer swallowed seedy underworld small town searches man allegedly raped killed teenage daughter
Death Streamer,A modern-day vampire employs technologically advanced glasses that enable him to hunt and LIVE STREAM his bloody feasts.,modern day vampire employs technologically advanced glasses enable hunt live stream bloody feasts
Sweet Summer Love,"When competing candy company representatives, accidentally mix their candies the night before the competition, a new and even better tasting winning candy is created.",competing candy company representatives accidentally mix candies night competition new even better tasting winning candy created
Bigfoot Exorcist,"A demonic cult summons Bigfoot to kill. Claude gets attacked, inheriting Bigfoot's curse to turn into a bloodthirsty beast nightly. A nun exorcist tries to free Claude from this nightmare before it's too late.",demonic cult summons bigfoot kill claude gets attacked inheriting bigfoot curse turn bloodthirsty beast nightly nun exorcist tries free claude nightmare late
Killer Babes,"Three girlfriends, neglected and mistreated by their husbands, plan to take revenge on them with the help of an experienced man in this type of job.",three girlfriends neglected mistreated husbands plan take revenge help experienced man type job
It Doesn't Matter,A dramedy exploring the redemptive bond between a lost Staten Island man and a young filmmaker,dramedy exploring redemptive bond lost staten island man young filmmaker
Purushothamudu,"A wealthy heir, Ram, faces opposition to becoming CEO from a shareholder. To validate his capabilities, he accepts living like an ordinary person for 100 days after returning from his studies abroad.",wealthy heir ram faces opposition becoming ceo shareholder validate capabilities accepts living like ordinary person days returning studies abroad
The Adventures of Jurassic Pet: Return to the Wild,"When a documentary film crew discovers the magical doorway to the land of dinosaurs, they encounter and capture a little dinosaur named Spike.",documentary film crew discovers magical doorway land dinosaurs encounter capture little dinosaur named spike
Boonie Bears: Time Twist,"When Vick gets a chance to start his life again as a logger, he must save his friends by embarking on an adventure through time and space.",vick gets chance start life logger must save friends embarking adventure time space
The Sixth,"The Sixth is a portrayal of a city and nation under siege as well as a testament to the importance of truth, told through the eyes of 6 unique individuals whose lives will be forever changed by the January 6th attack on the U.S. Capitol.",sixth portrayal city nation siege well testament importance truth told eyes unique individuals whose lives forever changed january th attack capitol
Just a Farmer,"A newly widowed mother is left with the care of an alcoholic father-in-law and a failing farm. She is forced to forge a new path for her family, all while struggling to pick up the pieces of her life.",newly widowed mother left care alcoholic father law failing farm forced forge new path family struggling pick pieces life
Cocaine Werewolf,"Cocaine, Cash and a Crew filming a horror movie in the mysterious woods of northern Pennsylvania clash when an unexpected visit from a Werewolf literally enters the picture.",cocaine cash crew filming horror movie mysterious woods northern pennsylvania clash unexpected visit werewolf literally enters picture
The Stalking,A witch conjures up evil spirits in the form of malignant sunflower plants which wreak havoc on a small suburban town. And a group of bullied teens must fight to survive these and other terrors that await them on Halloween Night.,witch conjures evil spirits form malignant sunflower plants wreak havoc small suburban town group bullied teens must fight survive terrors await halloween night
Hope,"A family loses a child, but Faith keeps them together. The daughter Hope comes back to be with the family to help them get through the transition of losing her, but only her sister can see her, and talk to her. It's a Christian film.",family loses child faith keeps together daughter hope comes back family help get transition losing sister see talk christian film
Gypsy Moon,"The year is 1799 Romania. The Gypsy people on the verge of having their lands taken over by bloodthirsty rulers known as ""The Order"" An officer of the Order ""Captain"" finds his way into a twist of fate and his bloodthirsty companions.",year romania gypsy people verge lands taken bloodthirsty rulers known order officer order captain finds way twist fate bloodthirsty companions
Agents,"When a priceless artifact is stolen, two agents team up to retrieve it from a wealthy criminal mastermind. With everything against them, they'll take the explosive action to the land, sea, and air.",priceless artifact stolen two agents team retrieve wealthy criminal mastermind everything take explosive action land sea air
Miss Boots,"When an orphaned girl loses her grandmother, her uncle, a one hit wonder opera composer, needs to take care of her until a foster family is found, while also struggling to finish his next big hit.",orphaned girl loses grandmother uncle one hit wonder opera composer needs take care foster family found also struggling finish next big hit
Maa Nanna Superhero,"Johnny embarks on a mission to help his adoptive father, inadvertently reuniting with his biological father Prakash, who was forced to abandon him years ago but now seeks reconciliation.",johnny embarks mission help adoptive father inadvertently reuniting biological father prakash forced abandon years ago seeks reconciliation
Custom,A couple producing custom erotic films is dragged into a nightmarish conspiracy when they start working for a mysterious client.,couple producing custom erotic films dragged nightmarish conspiracy start working mysterious client
Jujji,"Two officers-one idealistic, one cynical -pursue a brutal serial killer. As they close in on the elusive Jujji, their inner conflicts rise to the surface, exposing inner demons and challenging their notions of justice and morality.",two officers one idealistic one cynical pursue brutal serial killer close elusive jujji inner conflicts rise surface exposing inner demons challenging notions justice morality
The Great Salish Heist,An Indigenous archaeologist from the Moquohat Nation hatches a plan to steal back his community's sacred artifacts from a museum before they are shipped to the UK.,indigenous archaeologist moquohat nation hatches plan steal back community sacred artifacts museum shipped uk
Scream Before You Die,"A Woman is kidnapped, tortured and left for dead. The killers think they got away with it. They have no idea who or what is coming for them.",woman kidnapped tortured left dead killers think got away idea coming
Deadly Obsession,A woman on the verge of divorce runs into an old high school friend with revenge in his heart and murder on his mind.,woman verge divorce runs old high school friend revenge heart murder mind
Big Rage,The fight to reconcile one's past while navigating a future shaped by unexpected love and loyalties unfolds in the ecological disaster known as the Salton Sea.,fight reconcile one past navigating future shaped unexpected love loyalties unfolds ecological disaster known salton sea
And God Made Man,Lindsay loses a scholarship to a trans athlete. Her father's legal battle faces hurdles finding representation and reaching trial. The case takes a religious turn when God and the Bible become evidence,lindsay loses scholarship trans athlete father legal battle faces hurdles finding representation reaching trial case takes religious turn god bible become evidence
"Maya, Give Me a Title",A father and daughter maintain their bond despite living in different countries through an imaginative nightly ritual where she suggests a title and he creates short animated films starring her as the hero.,father daughter maintain bond despite living different countries imaginative nightly ritual suggests title creates short animated films starring hero
Unknown Caller,High school graduate Chloe babysits adopted daughter. She receives disturbing calls from someone watching them. Suspense builds as they face an unknown threat.,high school graduate chloe babysits adopted daughter receives disturbing calls someone watching suspense builds face unknown threat
Rita,"Rita, a 13-year-old girl, runs away from her abusive father to the big city. She finds solace until she's placed in a safe house run by the State. Rita and her cellmates plot an escape that ends in a shocking act of violence.",rita year old girl runs away abusive father big city finds solace placed safe house run state rita cellmates plot escape ends shocking act violence
King of My Castle,"Rich hotel owner hires director to create 18th-century village set, drugs and kidnaps spoiled son, leaving him to believe he time-traveled as punishment, hoping to teach humility by living as a peasant under surveillance.",rich hotel owner hires director create th century village set drugs kidnaps spoiled son leaving believe time traveled punishment hoping teach humility living peasant surveillance
Electronic Body Movie,"Electronic Body Music is the dance floor evolution of Industrial music, with deep roots into Post Punk and Neue Deutsche Welle. It all started in Germany and Belgium in the early 1980s, when seminal bands such as Deutsch Amerikanische Freundschaft, Front 242 and Liaisons Dangereuses laid the foundations for this new music style, marked out by thumping beats, aggressive vocals and sequenced synth bass lines. Adrenaline-filled live shows, controversial lyrics and provocative looks shocked the music press and fueled the audience imagination, leaving a burning mark on the hearts and minds of their followers.",electronic body music dance floor evolution industrial music deep roots post punk neue deutsche welle started germany belgium early seminal bands deutsch amerikanische freundschaft front liaisons dangereuses laid foundations new music style marked thumping beats aggressive vocals sequenced synth bass lines adrenaline filled live shows controversial lyrics provocative looks shocked music press fueled audience imagination leaving burning mark hearts minds followers
Ol' Dirty Bastard: A Tale of Two Dirtys,"The definitive documentary on Wu-Tang Clan founding member Ol' Dirty Bastard. The film explores how Russell Tyrone Jones created Ol' Dirty Bastard, a Hip Hop alter ego superhero that would ultimately consume him.",definitive documentary wu tang clan founding member ol dirty bastard film explores russell tyrone jones created ol dirty bastard hip hop alter ego superhero would ultimately consume
Kidnapping Inc.,"Doc and Zoe are two hapless kidnappers tasked with what appears to be a simple abduction for hire, only to find out that it's anything but and end up in the middle of a political conspiracy.",doc zoe two hapless kidnappers tasked appears simple abduction hire find anything end middle political conspiracy
THEDÆMON,"Haunted by the aftermath of his father's suicide, Tom abandons his wife and seeks refuge at the lakeside cottage where his father met his tragic end. There, his tormented memories from childhood resurface, all intricately connected to an ancient, mystifying force lurking beneath the lake's depths, driving Tom inexorably towards madness. As Tom's communication dwindles into eerie silence, Kathy, desperate to rescue her husband, enlists the help of her brother Mark, a struggling entrepreneur, and Mark's compassionate yet inexperienced wife, Jess, a trauma and grief counselor. Unaware of the sinister malevolence seeping from the lake, Tom becomes a willing vessel for the same evil that claimed his parents and now threatens all who dare draw near.",haunted aftermath father suicide tom abandons wife seeks refuge lakeside cottage father met tragic end tormented memories childhood resurface intricately connected ancient mystifying force lurking beneath lake depths driving tom inexorably towards madness tom communication dwindles eerie silence kathy desperate rescue husband enlists help brother mark struggling entrepreneur mark compassionate yet inexperienced wife jess trauma grief counselor unaware sinister malevolence seeping lake tom becomes willing vessel evil claimed parents threatens dare draw near
Luna Park,"In Albania's post-communist landscape, a lonely mother, Mira, and her troubled teenage son, Toni, struggle through an outbreak of civil violence that tears their East European nation apart.",albania post communist landscape lonely mother mira troubled teenage son toni struggle outbreak civil violence tears east european nation apart
Valley of the Shadow of Death,"Pastor Leung, who preaches God's forgiveness, finds himself in a dire situation when his church gives shelter to a young man who caused the death of his beloved daughter.",pastor leung preaches god forgiveness finds dire situation church gives shelter young man caused death beloved daughter
My Melbourne,"The film presents an authentic anthology exploring race, gender, sexuality, and disability through diverse stories by emerging Australian filmmakers.",film presents authentic anthology exploring race gender sexuality disability diverse stories emerging australian filmmakers
Only Andy,"Adult worker, Andy Lee, and his co-workers share their own insightful and interesting perspectives on the adult industry, in a bid to shed some light on the frequently misunderstood adult industry.",adult worker andy lee co workers share insightful interesting perspectives adult industry bid shed light frequently misunderstood adult industry
Family,"Summer, 2002. Watching her sick father decline, 11-year-old Johanna makes a call for a good spirit to save him. But something else comes instead.",summer watching sick father decline year old johanna makes call good spirit save something else comes instead
Blackpink: World Tour - Born Pink,"Showcases the iconic ""Hanok"" stage set that mesmerized fans and critics worldwide, featuring unprecedented production scale and exclusive arrangements of BLACKPINK's hit songs.",showcases iconic hanok stage set mesmerized fans critics worldwide featuring unprecedented production scale exclusive arrangements blackpink hit songs
Maybe More,"Sophia, who has been married for a long time with Xavier, invites their young upstairs neighbors to dinner. As the ice is broken, the evening unfolds with a cascade of revelations, laying bare the intricacies of relationships.",sophia married long time xavier invites young upstairs neighbors dinner ice broken evening unfolds cascade revelations laying bare intricacies relationships
Betting with Ghost,Centers on a man who becomes a 'God of Gamblers' suddenly with the help of the Ghost.,centers man becomes god gamblers suddenly help ghost
Tell No Lies,"When his girlfriend goes missing, a desperate man turns to law enforcement for help, only to discover his innocence is being questioned by everyone.",girlfriend goes missing desperate man turns law enforcement help discover innocence questioned everyone
Pepe,"A voice that claims to be from a hippopotamus. A voice that doesn't understand the perception of time. Pepe, the first and last hippo killed in the Americas, tells his story with the overwhelming orality of these towns.",voice claims hippopotamus voice understand perception time pepe first last hippo killed americas tells story overwhelming orality towns
Renee Gracie: Fireproof,Australia's first female V8-Star Renee Gracie attempts to re-enter racing after being pushed out of the sport and becoming Australia's top earner on OnlyFans.,australia first female star renee gracie attempts enter racing pushed sport becoming australia top earner onlyfans
9 Windows,"After a tragic accident that killed her parents, Liza is unable to walk and spends her days trolling vloggers. When she witnesses a murder online, the police dismisses it as a hoax, and it's up to Liza to find the killer.",tragic accident killed parents liza unable walk spends days trolling vloggers witnesses murder online police dismisses hoax liza find killer
Like a Rolling Stone,"At the age of 50, Li Hong finally made up her mind to leave. She took a brave step and started a self-driving tour to live her own life.",age li hong finally made mind leave took brave step started self driving tour live life
Mandakini,Aromal and Ambili tied the knot.Aromal was really excited and delighted to start a life with Ambili but on that wedding night an unlikely incident happened which will put the entire family in complex situation.,aromal ambili tied knot aromal really excited delighted start life ambili wedding night unlikely incident happened put entire family complex situation
Fiore mio,"To paraphrase Suzanne Simard, this film is not about how we can save the mountain. It is about how the mountain could save us.",paraphrase suzanne simard film save mountain mountain could save us
Last Appeal,"Trying to get his dying father out of prison with a compassionate release, Max Dagan needs the help of the daughter of the man his father killed.",trying get dying father prison compassionate release max dagan needs help daughter man father killed
Sisterhood,"As little girls, twin sisters Rianne and Juliette were inseparable, but now that they're adults, they couldn't be more different. Rianne takes care of her sick father and his snack bar at home in Rotterdam, while Juliette leads an unfettered life of luxury in Amsterdam. And where Rianne's passion for collecting is getting more and more out of hand, Juliette is successful as a professional organizer. When father Cor dies, they both do not trust the other to properly carry out his last wish to scatter his ashes on the Spanish coast. The sisters who have grown apart are forced to go on a road trip together.",little girls twin sisters rianne juliette inseparable adults different rianne takes care sick father snack bar home rotterdam juliette leads unfettered life luxury amsterdam rianne passion collecting getting hand juliette successful professional organizer father cor dies trust properly carry last wish scatter ashes spanish coast sisters grown apart forced go road trip together
How to Survive a Marriage?,"A husband and wife couple from Batak named Minar and Sahat. Their marriage journey was filled with twists and turns, especially with the presence of Sahat's mother, known as Mamak-in-law.",husband wife couple batak named minar sahat marriage journey filled twists turns especially presence sahat mother known mamak law
Promise I'll Be Fine,A carefree summer in a Slovakian valley is forever changed for 15-year-old Enrique when he uncovers unpleasant news about his mother that force him to question his family's ties and the path ahead.,carefree summer slovakian valley forever changed year old enrique uncovers unpleasant news mother force question family ties path ahead
In His Own Image,"Antonia, a young Corsican photographer, navigates life, friendships, and love amidst the island's political turmoil from the 1980s to the early 2000s, depicting a generation's journey.",antonia young corsican photographer navigates life friendships love amidst island political turmoil early depicting generation journey
Jingle Bell Love,Widower Jack Cooper's daughter schemes to set him up with a charming local during their Christmas visit to his late wife's hometown.,widower jack cooper daughter schemes set charming local christmas visit late wife hometown
Navra Maza Navsacha 2,"Shraddha wants her fiancé to fulfill an unusual vow before marriage. Her parents, Bhakti and Vacky, embark on a pilgrimage to seek divine blessings to make it happen.",shraddha wants fiancé fulfill unusual vow marriage parents bhakti vacky embark pilgrimage seek divine blessings make happen
Feste & Freunde - Ein Hoch auf uns!,"Over the past 3 years, Ellen, Annette, Rolf, Sebastian and Mareike celebrated, faced defeats and changes together. As their friendship is tested, they ponder life's essentials and most importantly, question their true selves.",past years ellen annette rolf sebastian mareike celebrated faced defeats changes together friendship tested ponder life essentials importantly question true selves
Shivrayancha Chhava,"After Chhatrapati Shivaji's death, Chhatrapati Sambhaji leads Marathas. Bahadur Khan, Subhedar of Burhanpur, with Kakar Khan, levies Jizya tax on people. Sambhaji raids city, saving people from unjust rule.",chhatrapati shivaji death chhatrapati sambhaji leads marathas bahadur khan subhedar burhanpur kakar khan levies jizya tax people sambhaji raids city saving people unjust rule
Jersey Bred,"A Computer Savvy NJ Mob Prince, who's been reorganizing organized crime, gets challenged for the top spot by his hot-tempered former childhood best friend.",computer savvy nj mob prince reorganizing organized crime gets challenged top spot hot tempered former childhood best friend
Blue,"After her daughter has passed away, a mother senses an ethereal poltergeist-like energy around her and wants to know if her child has come home.",daughter passed away mother senses ethereal poltergeist like energy around wants know child come home
The Death Tour,The Death Tour follows wrestling hopefuls across remote Indigenous communities in Canada's far North on the most grueling tour in indie wrestling. This test of strength will show how far some are willing to go to live their dreams.,death tour follows wrestling hopefuls across remote indigenous communities canada far north grueling tour indie wrestling test strength show far willing go live dreams
Exorcismo: The Transgressive Legacy of Clasificada 'S',"Following Francisco Franco's death in 1975, Spanish cinema saw censorship relax, leading to its full abolition in 1977. The ""S"" rating flagged films with sexual, violent, or political content, becoming a hit in a newly liberated society.",following francisco franco death spanish cinema saw censorship relax leading full abolition rating flagged films sexual violent political content becoming hit newly liberated society
Basma,"A young Saudi woman studying abroad returns to Jeddah, where she learns that her family has been shielding her from difficult truths.",young saudi woman studying abroad returns jeddah learns family shielding difficult truths
Four.,A small-town couple with big dreams of making their family complete must persevere through infertility and tragedy,small town couple big dreams making family complete must persevere infertility tragedy
Dedh Bigha Zameen,"Anil sells his land for his sister's wedding, but a powerful official steals it. He fights for justice, facing threats and betrayal.",anil sells land sister wedding powerful official steals fights justice facing threats betrayal
Hola Frida,"Frida Kahlo is a little girl who is different. Sparkling and vibrant, everything interests her. And when life's trials and tribulations come her way, she faces them with her overflowing imagination.",frida kahlo little girl different sparkling vibrant everything interests life trials tribulations come way faces overflowing imagination
Soul Reaper,"A teenager with the ability to enter other people's dreams. When he witnesses a dark spirit taking people's lives in their dreams, he quickly realizes that it's related to the mysterious deaths that are happening in the real world.",teenager ability enter people dreams witnesses dark spirit taking people lives dreams quickly realizes related mysterious deaths happening real world
A Bet Between Friends,"Old friends meet at a class reunion. Having a great time, and feeling in their hearts that they need to change their lives, the friends make a bet. Will they still remain friends after all this?",old friends meet class reunion great time feeling hearts need change lives friends make bet still remain friends
A Mary Little Christmas,Mary Little's Christmas search for the missing nutcracker to complete her family's heirloom collection leads to unexpected discoveries and romance.,mary little christmas search missing nutcracker complete family heirloom collection leads unexpected discoveries romance
Good Neighbours,A couple invite their somewhat peculiar new neighbours around for a welcome dinner.,couple invite somewhat peculiar new neighbours around welcome dinner
Veselka: The Rainbow on the Corner at the Center of the World,"As the second generation owner of New York's beloved Ukrainian restaurant Veselka reluctantly retires after 54 years, his son Jason faces the pressure of stepping into his father's shoes as the war in Ukraine impacts his family and staff.",second generation owner new york beloved ukrainian restaurant veselka reluctantly retires years son jason faces pressure stepping father shoes war ukraine impacts family staff
H.P. Lovecraft's the Shadow Over Innsmouth,"A history professor tracing his family tree visits the seaside town of Innsmouth, on the North Yorkshire coast. While there he becomes caught up in disturbing events that lead to horrifying personal revelations.",history professor tracing family tree visits seaside town innsmouth north yorkshire coast becomes caught disturbing events lead horrifying personal revelations
Min fantastiske fremmede,"A lonely Norwegian teen finds an injured amnesiac man at the harbor and claims they're lovers. As she builds a false reality around him, discoveries about his past raise doubts.",lonely norwegian teen finds injured amnesiac man harbor claims lovers builds false reality around discoveries past raise doubts
Kyuka: Before Summer's End,"A single dad orchestrates a sailboat vacation for his twin adult children, secretly planning for them to meet their birth mom.",single dad orchestrates sailboat vacation twin adult children secretly planning meet birth mom
